id_be,id_be_akz,handelsname,pharmazeutischer_unternehmer,therapiegebiet,therapiegebiet_atc,therapeutisches_gebiet_text,orphan_drug,atmp,pat_gr_id,wirkstoff_inn,datum_beschluss,patientengruppe,zn_ausmass,zn_wahrscheinlichkeit,zvt_best,quelle_url
887,2022-04-01-D-799,Jardiance,Boehringer Ingelheim Pharma GmbH & Co. KG,Herz-Kreislauf-Erkrankungen,Metabolik/Diabetes,Herzinsuffizienz (Herz-Kreislauf-Erkrankungen),False,False,1597,Empagliflozin,2022-09-15,"Erwachsene mit einer symptomatischen, chronischen Herzinsuffizienz mit erhaltener Ejektionsfraktion HFpEF (LVEF >50%) und mit geringgradig eingeschränkter Ejektionsfraktion HFmrEF (LVEF > 40 bis 49%)",Gering,Anhaltspunkt,"Eine optimierte Standardtherapie zur Behandlung der symptomatischen, chronischen Herzinsuffizienz mit erhaltener Ejektionsfraktion bzw. geringgradig eingeschränkter Ejektionsfraktion und der zugrundeliegenden Erkrankungen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/810/
854,2022-04-01-D-803,Luxturna,Novartis Pharma GmbH,Augenerkrankungen,Ophthalmologie,Netzhautdystrophie (Augenerkrankungen),True,True,1601,Voretigen Neparvovec,2022-09-15,"Erwachsene und pädiatrische Patientinnen und Patienten mit Sehverlust aufgrund einer erblichen Netzhautdystrophie, die auf nachgewiesenen biallelischen RPE65-Mutationen beruht, und die über ausreichend lebensfähige Netzhautzellen verfügen.",Beträchtlich,Anhaltspunkt,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/813/
888,2022-04-01-D-805,Saphnelo,AstraZeneca GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,Systemischer Lupus erythematodes (SLE) (Krankheiten des Muskel-Skelett-Systems),False,False,1602,Anifrolumab,2022-10-06,"Erwachsene mit moderatem bis schwerem, aktivem Autoantikörper-positivem systemischem Lupus erythematodes (SLE), die bereits eine Standardtherapie erhalten",Kein Zusatznutzen belegt,,Belimumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/816/
890,2022-08-01-D-833,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Nierenzellkarzinom (onkologische Erkrankungen),False,False,1628,Pembrolizumab,2023-01-19,"Erwachsene mit Nierenzellkarzinom, bei denen nach einer Nephrektomie oder nach einer Nephrektomie und Resektion von metastasierten Läsionen ein erhöhtes Risiko für ein Wiederauftreten besteht; adjuvante Behandlung",Gering,Anhaltspunkt,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/865/
891,2022-08-01-D-836,Enhertu,Daiichi Sankyo Deutschland GmbH,onkologische Erkrankungen,Onkologie,Mammakarzinom (onkologische Erkrankungen),False,False,1629,Trastuzumab deruxtecan,2023-02-02,"Erwachsene mit HER2-positivem nicht resezierbarem oder metastasiertem Brustkrebs, die zuvor mit einer Anti-HER2 basierten Therapie behandelt wurden",Nicht quantifizierbar,Hinweis,Trastuzumab Emtansin,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/864/
892,2022-08-01-D-837,Enhertu,Daiichi Sankyo Deutschland GmbH,onkologische Erkrankungen,Onkologie,Mammakarzinom (onkologische Erkrankungen),False,False,1630,Trastuzumab deruxtecan,2023-02-02,"Erwachsene Patienten mit HER2-positivem nicht resezierbarem oder metastasiertem Brustkrebs, die zuvor mit zwei oder mehr Anti-HER2 basierten Therapien behandelt wurden",Beträchtlich,Hinweis,"Eine Therapie nach ärztlicher Maßgabe*

* Im Rahmen der Therapie nach ärztlicher Maßgabe werden die Behandlungsoptionen
•	Lapatinib in Kombination mit Capecitabin,
•	Trastuzumab in Kombination mit Lapatinib (nur für Patienten mit Hormonrezeptor-negativem Mammakarzinom),
•	Trastuzumab in Kombination mit Capecitabin und
•	Tucatinib in Kombination mit Trastuzumab und Capecitabin
als gleichermaßen geeignete Komparatoren erachtet.
Hinsichtlich des Zulassungsstatus ist Trastuzumab in Kombination mit Capecitabin jedoch nicht zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/863/
893,2022-08-01-D-838,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Kolorektalkarzinom (onkologische Erkrankungen),False,False,1631,Pembrolizumab,2023-01-19,Erwachsene mit nicht-resezierbarem oder metastasierendem Kolorektalkarzinom mit hochfrequenter Mikrosatelliten-Instabilität (MSI-H) oder Mismatch-Reparatur-Defizienz (dMMR); nach vorheriger Fluoropyrimidin-basierter Kombinationstherapie,Kein Zusatznutzen belegt,,"Eine patientenindividuelle Therapie in Abhängigkeit von der Art und Anzahl der Vortherapien, des RAS- und BRAF-Mutationsstatus, der Lokalisation des Primärtumors, des Allgemeinzustandes und des Risikos der durch anti-VEGF und anti-VEGFR Substanzen induzierten Toxizität unter Auswahl von:
-	5-Fluorouracil in Kombination mit Folinsäure und Irinotecan (FOLFIRI) mit oder ohne Bevacizumab oder Aflibercept oder Ramucirumab
-	5-Fluorouracil in Kombination mit Folinsäure und Irinotecan (FOLFIRI) mit oder ohne Cetuximab oder Panitumumab (nur für Patientinnen und Patienten mit RAS Wildtyp)
-	5-Fluorouracil in Kombination Folinsäure und Oxaliplatin (FOLFOX) mit oder ohne Bevacizumab
-	Capecitabin in Kombination Oxaliplatin (CAPOX) mit oder ohne Bevacizumab
-	5-Fluorouracil in Kombination mit Folinsäure mit oder ohne Bevacizumab
-	Capecitabin mit oder ohne Bevacizumab
-	Irinotecan als Monotherapie
-	Panitumumab als Monotherapie (nur für Patientinnen und Patienten mit RAS Wildtyp)
-	Cetuximab als Monotherapie (nur für Patientinnen und Patienten mit RAS Wildtyp)
-	Trifluridin/Tipiracil
-	Irinotecan in Kombination Cetuximab (nur für Patientinnen und Patienten mit RAS Wildtyp)
-	Encorafenib in Kombination Cetuximab (nur für Patientinnen und Patienten mit BRAF-V600E Mutation)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/862/
894,2022-08-01-D-839,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Endometriumkarzinom (onkologische Erkrankungen),False,False,1632,Pembrolizumab,2023-01-19,"Erwachsene Patientinnen mit fortgeschrittenem oder rezidivierendem Endometriumkarzinom mit hochfrequenter Mikrosatelliten-Instabilität (MSI-H) oder mit einer Mismatch-Reparatur Defizienz (dMMR), und einem Fortschreiten der Erkrankung während oder nach vorheriger Platin-basierter Therapie in jedem Krankheitsstadium, wenn eine kurative chirurgische Behandlung oder Bestrahlung nicht in Frage kommt",Kein Zusatznutzen belegt,,"Therapie nach ärztlicher Maßgabe*

* Die Wirkstoffe Paclitaxel sowie Carboplatin in Kombination mit Paclitaxel stellen ebenfalls geeignete Komparatoren für die vorliegende Nutzenbewertung im Rahmen einer Therapie nach ärztlicher Maßgabe dar. Diese Arzneimittel sind jedoch in dem vorliegenden Anwendungsgebiet nicht zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/861/
895,2022-08-01-D-840,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Magenkarzinom (onkologische Erkrankungen),False,False,1633,Pembrolizumab,2023-01-19,Erwachsene mit nicht-resezierbarem oder metastasierendem Magenkarzinom mit hochfrequenter Mikrosatelliten-Instabilität (MSI-H) oder mit einer Mismatch-Reparatur Defizienz (dMMR) und einem Fortschreiten der Erkrankung während oder nach einer vorherigen Therapie,Nicht quantifizierbar,Anhaltspunkt,"Therapie nach ärztlicher Maßgabe*

* Im Rahmen einer klinischen Studie werden für die Therapie nach ärztlicher Maßgabe insgesamt folgende Behandlungsoptionen als geeignete Komparatoren erachtet: Irinotecan, Docetaxel, Paclitaxel, Ramucirumab in Kombination mit Paclitaxel.
Irinotecan, Docetaxel und Paclitaxel (Monotherapie) sind jedoch nicht im Anwendungsgebiet zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/860/
895,2022-08-01-D-840,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Magenkarzinom (onkologische Erkrankungen),False,False,1694,Pembrolizumab,2023-01-19,Erwachsene mit nicht-resezierbarem oder metastasierendem Magenkarzinom mit hochfrequenter Mikrosatelliten-Instabilität (MSI-H) oder mit einer Mismatch-Reparatur Defizienz (dMMR) und einem Fortschreiten der Erkrankung während oder nach mindestens zwei vorherigen Therapien,Kein Zusatznutzen belegt,,Trifluridin/Tipiracil,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/860/
896,2022-08-01-D-841,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Dünndarmkarzinom (onkologische Erkrankungen),False,False,1634,Pembrolizumab,2023-01-19,Erwachsene mit nicht-resezierbarem oder metastasierendem Dünndarmkarzinom mit hochfrequenter Mikrosatelliten-Instabilität (MSI-H) oder mit einer Mismatch-Reparatur Defizienz (dMMR) und Fortschreiten der Erkrankung während oder nach mindestens einer vorherigen Therapie,Kein Zusatznutzen belegt,,"Therapie nach ärztlicher Maßgabe*

* Im Rahmen einer klinischen Studie werden neben BSC außerdem die folgenden Behandlungsoptionen als geeignete Komparatoren erachtet: 5-Fluorouracil + Folinsäure + Irinotecan (FOLFIRI), Irinotecan, nab-Paclitaxel, Nivolumab ± Ipilimumab. Die genannten Wirkstoffe sind jedoch nicht im Anwendungsgebiet zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/859/
897,2022-08-01-D-842,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Biliäres Karzinom (onkologische Erkrankungen),False,False,1635,Pembrolizumab,2023-01-19,Erwachsene mit nicht-resezierbarem oder metastasierendem biliären Karzinom mit hochfrequenter Mikrosatelliten-Instabilität (MSI-H) oder mit einer Mismatch-Reparatur Defizienz (dMMR) und Fortschreiten der Erkrankung während oder nach mindestens einer vorherigen Therapie,Kein Zusatznutzen belegt,,"Therapie nach ärztlicher Maßgabe*

* Im Rahmen einer klinischen Studie wird neben BSC außerdem die folgende Behandlungsoption als geeigneter Komparator erachtet: 5-Fluorouracil + Folinsäure + Oxaliplatin (FOLFOX). Die genannten Wirkstoffe sind jedoch nicht im vorliegenden Anwendungsgebiet zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/858/
898,2022-08-01-D-845,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Zervixkarzinom (onkologische Erkrankungen),False,False,1636,Pembrolizumab,2023-02-02,"Erwachsene Patientinnen mit persistierendem, rezidivierendem oder metastasierendem Zervixkarzinom, deren Tumoren PD-L1 mit CPS ≥ 1 exprimieren; Erstlinie: Pembrolizumab in Kombination mit Cisplatin und Paclitaxel mit oder ohne Bevacizumab oder in Kombination mit Carboplatin und Paclitaxel mit oder ohne Bevacizumab",Beträchtlich,Hinweis,"Therapie nach ärztlicher Maßgabe*

* Neben diesen stellen auch die Wirkstoffkombinationen Cisplatin + Paclitaxel, Carboplatin + Paclitaxel, Carboplatin + Topotecan und Paclitaxel + Topotecan geeignete Komparator für die vorliegende Nutzenbewertung im Rahmen einer Therapie nach ärztlicher Maßgabe dar. Diese Wirkstoffkombinationen sind in dem vorliegenden Anwendungsgebiet nicht zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/857/
898,2022-08-01-D-845,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Zervixkarzinom (onkologische Erkrankungen),False,False,1709,Pembrolizumab,2023-02-02,"Erwachsene Patientinnen mit persistierendem, rezidivierendem oder metastasierendem Zervixkarzinom, deren Tumoren PD-L1 mit CPS ≥ 1 exprimieren; nach einer Erstlinienchemotherapie und für die eine weitere antineoplastische Therapie in Frage kommt",Kein Zusatznutzen belegt,,"Therapie nach ärztlicher Maßgabe*

* Für die vorliegende Nutzenbewertung stellen im Rahmen einer Therapie nach ärztlicher Maßgabe die Monotherapien mit Nab-Paclitaxel, Vinorelbin, Ifosfamid, Topotecan, Pemetrexed, Irinotecan, Pembrolizumab (für Patientinnen mit PD-L1 positivem metastasiertem Zervixkarzinom) einen geeigneten Komparator dar. Diese Arzneimittel sind jedoch in dem vorliegenden Anwendungsgebiet (als Monotherapie) nicht zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/857/
898,2022-08-01-D-845,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Zervixkarzinom (onkologische Erkrankungen),False,False,1727,Pembrolizumab,2023-02-02,"Erwachsene Patientinnen mit persistierendem, rezidivierendem oder metastasierendem Zervixkarzinom, deren Tumoren PD-L1 mit CPS ≥ 1 exprimieren; Erstlinie: Pembrolizumab in Kombination mit anderen Chemotherapien als Cisplatin und Paclitaxel mit oder ohne Bevacizumab oder Carboplatin und Paclitaxel mit oder ohne Bevacizumab",Kein Zusatznutzen belegt,,"Therapie nach ärztlicher Maßgabe*

* Neben diesen stellen auch die Wirkstoffkombinationen Cisplatin + Paclitaxel, Carboplatin + Paclitaxel, Carboplatin + Topotecan und Paclitaxel + Topotecan geeignete Komparator für die vorliegende Nutzenbewertung im Rahmen einer Therapie nach ärztlicher Maßgabe dar. Diese Wirkstoffkombinationen sind in dem vorliegenden Anwendungsgebiet nicht zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/857/
899,2022-08-01-D-846,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Melanom (onkologische Erkrankungen),False,False,1637,Pembrolizumab,2023-01-19,Erwachsene und Kinder und Jugendliche ab 12 Jahren mit Melanom im Tumorstadium IIB oder IIC nach vollständiger Resektion; adjuvante Behandlung,Nicht quantifizierbar,Hinweis,Beobachtendes Abwarten,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/856/
899,2022-08-01-D-846,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Melanom (onkologische Erkrankungen),False,False,1696,Pembrolizumab,2023-01-19,Kinder und Jugendliche ab 12 Jahren mit Melanom im Tumorstadium III nach vollständiger Resektion; adjuvante Behandlung,Kein Zusatznutzen belegt,,"Therapie nach ärztlicher Maßgabe*

* Die Behandlungsoptionen Dabrafenib in Kombination mit Trametinib (nur für Patienten mit BRAF-V600-Mutation-positivem Melanom im Tumorstadium III nach vollständiger Resektion) sowie Nivolumab stellen geeignete Komparatoren für die vorliegende Nutzenbewertung im Rahmen einer Therapie nach ärztlicher Maßgabe dar, sind jedoch in dem vorliegenden Anwendungsgebiet nicht zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/856/
900,2022-08-01-D-847,Keytruda,MSD Sharp & Dohme GmbH,onkologische Erkrankungen,Onkologie,Melanom (onkologische Erkrankungen),False,False,1638,Pembrolizumab,2023-01-19,Kinder und Jugendliche ab 12 Jahren mit einem fortgeschrittenen (nicht resezierbaren oder metastasierenden) Melanom,Kein Zusatznutzen belegt,,"Therapie nach ärztlicher Maßgabe*

* Die Arzneistoffkombinationen Vemurafenib + Cobimetinib (nur für Patienten mit BRAF-V600-Mutation); Dabrafenib + Trametinib (nur für Patienten mit BRAF-V600-Mutation); Encorafenib + Binimetinib (nur für Patienten mit BRAF-V600-Mutation) und der Wirkstoff Nivolumab stellen geeignete Komparatoren für die vorliegende Nutzenbewertung im Rahmen einer Therapie nach ärztlicher Maßgabe dar. Alle Arzneimitteltherapien, die einen geeigneten Komparator für die vorliegende Nutzenbewertung nach ärztlicher Maßgabe darstellen, sind im vorliegenden Anwendungsgebiet für Kinder und Jugendliche ab 12 Jahren nicht zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/855/
901,2022-08-01-D-850,Axhidrox,Dr. August Wolff GmbH & Co. KG Arzneimittel,Sonstiges,Dermatologie,Axilläre Hyperhidrose (Sonstiges),False,False,1639,Glycopyrronium,2023-01-19,Erwachsene mit schwerer primärer axillärer Hyperhidrose,Kein Zusatznutzen belegt,,eine Aluminiumchlorid-haltige Rezeptur (mind. 15 %) oder Leitungswasseriontophorese,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/854/
902,2022-08-01-D-853,Uplizna,Horizon Therapeutics GmbH,Krankheiten des Nervensystems,Rheumatologie/Immunologie,Neuromyelitis-optica-Spektrum-Erkrankungen (Krankheiten des Nervensystems),False,False,1640,Inebilizumab,2023-01-19,"Erwachsene mit Neuromyelitis-optica-Spektrum-Erkrankungen (NMOSD), die Anti-aquaporin-4-Immunglobulin G (AQP4-IgG) seropositiv sind",Kein Zusatznutzen belegt,,"Therapie nach ärztlicher Maßgabe*

* Im Rahmen einer klinischen Studie sollten zur immunsuppressiven Langzeittherapie die Wirkstoffe Azathioprin, Eculizumab, Mycophenolat-Mofetil, Rituximab und Satralizumab zur Verfügung stehen. Die Wirkstoffe Azathioprin, Mycophenolat-Mofetil und Rituximab sind jedoch für die vorliegende Indikation nicht zugelassen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/853/
903,2022-08-01-D-859,Xerava,PAION Deutschland GmbH,Infektionskrankheiten,Infektiologie,Komplizierte intraabdominale Infektionen (cIAI) (Infektionskrankheiten),False,False,1641,Eravacyclin,2023-01-19,Erwachsene mit komplizierten intraabdominalen Infektionen (cIAI),Gilt als belegt (Antibiotikum),,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/852/
904,2022-08-15-D-851,Zerbaxa,MSD SHARP & DOHME GMBH,Infektionskrankheiten,,Bakterielle Infektionen (Infektionskrankheiten),False,False,1642,Ceftolozan/Tazobactam,2023-02-02,Pädiatrische Patientinnen und Patienten mit komplizierten intraabdominellen Infektionen,Gilt als belegt (Antibiotikum),,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/866/
904,2022-08-15-D-851,Zerbaxa,MSD SHARP & DOHME GMBH,Infektionskrankheiten,,Bakterielle Infektionen (Infektionskrankheiten),False,False,1705,Ceftolozan/Tazobactam,2023-02-02,Pädiatrische Patientinnen und Patienten mit akuter Pyelonephritis,Gilt als belegt (Antibiotikum),,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/866/
904,2022-08-15-D-851,Zerbaxa,MSD SHARP & DOHME GMBH,Infektionskrankheiten,,Bakterielle Infektionen (Infektionskrankheiten),False,False,1706,Ceftolozan/Tazobactam,2023-02-02,Pädiatrische Patientinnen und Patienten mit komplizierter Harnwegsinfektion,Gilt als belegt (Antibiotikum),,,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/866/
905,2022-08-15-D-855,Tabrecta,Novartis Pharma GmbH,onkologische Erkrankungen,Onkologie,"Lungenkarzinom, nicht-kleinzelliges (onkologische Erkrankungen)",False,False,1643,Capmatinib,2023-02-02,Erwachsene mit fortgeschrittenem nicht-kleinzelligen Lungenkarzinom (NSCLC) mit METex14 Skipping (Exon-14-Skipping im mesenchymal-epithelialen Transitionsfaktor-Gen)-Mutation nach Erstlinientherapie mit einem PD-1/PD-L1-Antikörper als Monotherapie,Kein Zusatznutzen belegt,,"-	Cisplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed (außer bei überwiegend plattenepithelialer Histologie))
oder
-	Carboplatin in Kombination mit einem Drittgenerationszytostatikum (Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed (außer bei überwiegend plattenepithelialer Histologie)) vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie
oder
-	Carboplatin in Kombination mit nab-Paclitaxel
oder
-	Monotherapie mit Gemcitabin oder Vinorelbin (nur für Patientinnen und Patienten mit ECOG-Performance-Status 2 als Alternative zur Platin-basierten Kombinations-behandlung)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/867/
905,2022-08-15-D-855,Tabrecta,Novartis Pharma GmbH,onkologische Erkrankungen,Onkologie,"Lungenkarzinom, nicht-kleinzelliges (onkologische Erkrankungen)",False,False,1707,Capmatinib,2023-02-02,Erwachsene mit fortgeschrittenem nicht-kleinzelligen Lungenkarzinom (NSCLC) mit METex14 Skipping (Exon-14-Skipping im mesenchymal-epithelialen Transitionsfaktor-Gen)-Mutation nach Erstlinientherapie mit einer platinhaltigen Chemotherapie,Kein Zusatznutzen belegt,,"-	Docetaxel (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren)
oder 
-	Pemetrexed (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren und außer bei überwiegend plattenepithelialer Histologie)
oder
-	Nivolumab 
oder 
-	Pembrolizumab (nur für Patientinnen und Patienten mit PD-L1 exprimierenden Tumoren, Tumor Proportion Score (TPS) ≥ 1 %)
oder 
-	Atezolizumab
oder
-	Docetaxel in Kombination mit Nintedanib (nur für Patientinnen und Patienten mit PD-L1 negativen Tumoren und Adenokarzinom-Histologie)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/867/
